seed,name,n_sample,error,alpha_min,alpha_opt,alpha_max
1,cv,100,1.0624577906230799,0.010703371828222988,1.3379214785278735,10.703371828222988
1,cv-refit,100,1.1163458920263696,0.010703371828222988,1.3379214785278735,10.703371828222988
1,cv-single,100,1.1509201048978304,0.010703371828222988,0.010703371828222988,10.703371828222988
1,cv-overfit,100,1.179497972909058,1e-05,1e-05,10.704651111705788
1,oracle,100,1.0,1e-05,10.704651111705788,10.704651111705788
1,theory-1,100,0.9941482446829372,-1.0,8.518383744728235,-1.0
1,theory-2,100,1.0,-1.0,17.03676748945647,-1.0
1,theory-3,100,1.0,-1.0,25.555151234184706,-1.0
1,cv,200,0.9902263280978988,0.013034584553930405,6.517292276965202,13.034584553930404
1,cv-refit,200,1.0183494005816602,0.013034584553930405,6.517292276965202,13.034584553930404
1,cv-single,200,1.3119572635468109,0.013034584553930405,0.8146615346206503,13.034584553930404
1,cv-overfit,200,1.461371003958233,1e-05,1e-05,13.059585464138559
1,oracle,200,1.0,1e-05,13.059585464138559,13.059585464138559
1,theory-1,200,0.9927048623908287,-1.0,10.49448249052749,-1.0
1,theory-2,200,1.0,-1.0,20.98896498105498,-1.0
1,theory-3,200,1.0,-1.0,31.483447471582473,-1.0
1,cv,300,1.0,0.015189412986700278,15.189412986700278,15.189412986700278
1,cv-refit,300,0.9999731611240595,0.015189412986700278,15.189412986700278,15.189412986700278
1,cv-single,300,1.0,0.015189412986700278,15.189412986700278,15.189412986700278
1,cv-overfit,300,1.6802038204569278,1e-05,1e-05,15.197092451356687
1,oracle,300,0.9824829622594439,1e-05,7.598546225678343,15.197092451356687
1,theory-1,300,0.9794726499648627,-1.0,12.103051986821178,-1.0
1,theory-2,300,1.0,-1.0,24.206103973642357,-1.0
1,theory-3,300,1.0,-1.0,36.309155960463535,-1.0
1,cv,400,0.9402249948253935,0.01634849991524071,8.174249957620354,16.34849991524071
1,cv-refit,400,0.9653916389415214,0.01634849991524071,8.174249957620354,16.34849991524071
1,cv-single,400,0.9774038913401885,0.01634849991524071,8.174249957620354,16.34849991524071
1,cv-overfit,400,1.7135823189449044,1e-05,1e-05,16.46251410927539
1,oracle,400,0.9637107966670544,1e-05,8.231257054637695,16.46251410927539
1,theory-1,400,0.9676872050889637,-1.0,13.433000292148932,-1.0
1,theory-2,400,1.0,-1.0,26.866000584297865,-1.0
1,theory-3,400,1.0,-1.0,40.2990008764468,-1.0
1,cv,500,1.0,0.0177240591489944,17.7240591489944,17.7240591489944
1,cv-refit,500,0.9958021225294837,0.0177240591489944,17.7240591489944,17.7240591489944
1,cv-single,500,1.0,0.0177240591489944,17.7240591489944,17.7240591489944
1,cv-overfit,500,1.650886181665664,1e-05,1e-05,17.92029421074677
1,oracle,500,0.8424304032673746,1e-05,8.960147105373386,17.92029421074677
1,theory-1,500,0.9140382866756064,-1.0,14.605832139146298,-1.0
1,theory-2,500,1.0,-1.0,29.211664278292595,-1.0
1,theory-3,500,1.0,-1.0,43.81749641743889,-1.0
1,cv,600,0.8103751428460708,0.01859544904203778,9.297724521018889,18.595449042037778
1,cv-refit,600,0.8255291149348194,0.01859544904203778,9.297724521018889,18.595449042037778
1,cv-single,600,1.0,0.01859544904203778,18.595449042037778,18.595449042037778
1,cv-overfit,600,1.7173938449109907,1e-05,1e-05,19.20682086261102
1,oracle,600,0.8215830408988716,1e-05,9.60341043130551,19.20682086261102
1,theory-1,600,0.9046342907092012,-1.0,15.700601315438405,-1.0
1,theory-2,600,1.0,-1.0,31.40120263087681,-1.0
1,theory-3,600,1.0,-1.0,47.101803946315215,-1.0
1,cv,700,0.771046687951658,0.020299601287603004,10.149800643801502,20.299601287603004
1,cv-refit,700,0.7718978676217815,0.020299601287603004,10.149800643801502,20.299601287603004
1,cv-single,700,1.0,0.020299601287603004,20.299601287603004,20.299601287603004
1,cv-overfit,700,1.7217123239384,1e-05,1e-05,20.722763320654913
1,oracle,700,0.7705684471900625,1e-05,10.361381660327456,20.722763320654913
1,theory-1,700,0.87467463401086,-1.0,16.722245210729202,-1.0
1,theory-2,700,1.0,-1.0,33.444490421458404,-1.0
1,theory-3,700,1.0,-1.0,50.16673563218761,-1.0
1,cv,800,0.7355805259368409,0.023235551031327017,11.617775515663508,23.235551031327017
1,cv-refit,800,0.7284474872342899,0.023235551031327017,11.617775515663508,23.235551031327017
1,cv-single,800,0.7730216418232096,0.023235551031327017,11.617775515663508,23.235551031327017
1,cv-overfit,800,1.7814472559856107,1e-05,1e-05,24.135535112922508
1,oracle,800,0.7281576862932012,1e-05,12.067767556461254,24.135535112922508
1,theory-1,800,0.8227441989833649,-1.0,17.664644209910488,-1.0
1,theory-2,800,1.0,-1.0,35.329288419820976,-1.0
1,theory-3,800,1.0,-1.0,52.99393262973146,-1.0
1,cv,900,0.6944602871176018,0.02494048598698555,12.470242993492775,24.94048598698555
1,cv-refit,900,0.6810495038741688,0.02494048598698555,12.470242993492775,24.94048598698555
1,cv-single,900,0.695080227105224,0.02494048598698555,12.470242993492775,24.94048598698555
1,cv-overfit,900,1.8425190535577805,1e-05,1e-05,25.510671178918543
1,oracle,900,0.6826374591800143,1e-05,12.755335589459271,25.510671178918543
1,theory-1,900,0.8028384914351465,-1.0,18.509701426333837,-1.0
1,theory-2,900,1.0,-1.0,37.019402852667675,-1.0
1,theory-3,900,1.0,-1.0,55.529104279001515,-1.0
1,cv,1000,0.6567498605069938,0.02581740577754496,12.90870288877248,25.81740577754496
1,cv-refit,1000,0.6421594364329796,0.02581740577754496,12.90870288877248,25.81740577754496
